"","Sample10","Sample11","Sample12","Sample13","Sample14","Sample15","Sample16","Sample17","Sample18","Sample20","Sample6","Sample63","Sample7","Sample8","Sample9"
"Or14c43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or14c44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or14c45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or14c46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or14j1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or14j10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or14j2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or14j3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or14j4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or14j5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or14j6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or14j7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or14j8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or14o1-ps1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or14q1-ps1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or14s1-ps1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1a1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1a1b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1a5-ps1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1a6-ps1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1a7-ps1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1aa2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1ab2",1.004,2,2.485,1.959,1,5.001,2.986,1,0,2.003,3.997,3.087,3.028,1,2
"Or1ad1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1ad5-ps1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1ad6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1ad7-ps1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1ad8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1af1",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Or1ak2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1b1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1d2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1e1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1e17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1e1b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1e1f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1e20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1e21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1e22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1e23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1e24-ps1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1e25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1e26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1e29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1e30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1e31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1e32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1e33",6.272,5.01,4.075,4.169,3.126,2.486,0.901,1.011,4.823,3.569,2.025,5.064,5.136,4.189,10.42
"Or1e34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1e35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1f12",2.019,0,0,1,0,0,0,0,1,0,1,2.004,4.001,0,2.002
"Or1f19",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"Or1f20-ps1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1i2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1j1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1j10",18.263,12.924,6.404,5.264,6.152,4.399,12.024,4.026,11.604,7.077,5.403,8.466,5.301,11.579,11.667
"Or1j11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1j12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1j13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1j14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1j15",4.158,6.831,2.961,2.352,3.168,7.514,3.524,1.094,4.083,6.161,5.989,0,0,2.995,7.372
"Or1j16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1j17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1j18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1j19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1j20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1j21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1j22-ps1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1j23-ps1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1j4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1j8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1j9-ps1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1l4",14.102,16.524,11.408,15.112,12.211,10.718,15.092,9.202,22.017,11.747,14.944,16.218,6.907,8.981,13.321
"Or1l4b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1l8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1m1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1n1",2.999,5.016,0,1,1,5.778,2.197,3.001,4.575,1,3.001,0,3.011,0,0
"Or1n1b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1n2",3,1.139,0,1.098,0,0,2.045,2,2,1,0,0,2.072,1,1
"Or1o1",3,0,0,0,0,1,0,2,0,0.957,0,0,1,0,0
"Or1o11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1o2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1o3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1o4",0,0,0,0,1.001,0,0,0,0,0,0,0,0,0,0
"Or1p1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1p1b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1p1c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Or1p4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1q1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1r1",1,1.175,0,3,0,3.06,2,0,1.001,1.015,1.038,4.086,2.197,0,1
"Or1s2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1u1-ps1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1v1-ps1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or1x2",0,0,0,0,0,0,1.001,0,0,0,2,1,0,1,0
"Or1x6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2a12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2a14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2a20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2a25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2a5",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Or2a51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2a52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2a53-ps1",3.011,1,0,3.211,0,0,0,0,0,0,0,0,0,0,0
"Or2a54",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Or2a55-ps1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2a56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2a57",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2a7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2aa1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2ab1",0,0,0,1,1.001,2.019,1,0,1.001,0,0,0,0,0,0
"Or2ad1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2ag1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2ag12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2ag13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2ag14-ps1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2ag15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2ag16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2ag17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2ag18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2ag19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2ag1b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2ag2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2ag20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2ah1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2aj4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2aj5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2aj6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2ak4",8.32,10.226,4.073,5.257,16.889,20.151,2.347,16.431,2.609,16.564,6.281,18.156,7.317,12.731,17.252
"Or2ak5",1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
"Or2ak6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2ak7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2at1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2at4",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Or2au1-ps1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2av10-ps1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2av9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2b11",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Or2b2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2b28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2b2b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2b4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2b6",0,0,0,0,0,0,0,1.01,0,0,0,0,0,0,0
"Or2b7",0,0,0,0,0,0,0,0,0,2.077,0,0,0,0,0
"Or2bd2",9.69,15.595,15.327,6.711,9.066,0,4.821,13.473,15.253,8.937,15.264,6.311,19.592,0,5.952
"Or2c1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2d2",4.631,4.829,2.839,0,1.719,3.994,4.05,1,5.327,0,4.088,1.429,1.985,0,0
"Or2d2b",0,0,0,1,0,0,0,0,0,0,1,1,1,1,0
"Or2d3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2d36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2d3b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2d3c",1,0.972,0,2,1,0,0,0,0,1,1,0,0,1.999,1
"Or2d4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2f1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2f1b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2f2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2g1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2g25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2g7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2h1",0,1.007,0,3.012,0,0,0,0,2,0,0,0,2.579,1,0
"Or2h15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2h1b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2h2",0,0,1.091,1.088,2.279,1.069,0,0,0,1.06,0,0,0,0,0
"Or2h2c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2j3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2j6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2k2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2l13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2l13b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2l5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2m12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2m13",1,0,1,0,1,0,1,1,0,0,0,0,0,0,0
"Or2n1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2n1b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2n1c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2n1d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2n2-ps1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2o1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2p2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2q1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2r11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2r2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2r3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2t1",2.068,0,0,0,4.957,2.054,1.307,0,2.035,0,2.091,0,0,0,0
"Or2t26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2t44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2t45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2t46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2t47",2.007,0,2.006,0,2,0,1.01,0,3.855,0,0,0,2.74,1.006,0
"Or2t48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2t49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2t50-ps1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2t6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2v2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2w1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2w2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2w25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2w3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2w3b",1.004,1,0,0,2.013,3.038,0,0,0,0,0,0,0,0,0
"Or2w4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2w6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2y1",17.366,23.628,17.176,5.787,9.127,5.506,24.972,14.674,17.185,13.528,20.758,12.116,22.525,10.804,5.026
"Or2y10",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Or2y11",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2y12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2y13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2y14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2y15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2y16",3.975,8.785,3.325,1.071,1.03,0,3.238,5.347,0,0,3.338,1.092,0,1.058,0
"Or2y17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2y1b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2y1c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2y1d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2y1e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2y1f",0,2,0,2,0,0,0,0,1,0,0,2.002,1,0,0
"Or2y1g",0,0,1.001,0,0,0,3.005,1.007,1.006,0,3.223,1,1,1,0
"Or2y3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2y6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2y8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2z2",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Or2z8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or2z9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or3a1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or3a10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or3a15-ps1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or3a1b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or3a1c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or3a4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4a15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4a2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4a27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4a39",1.401,0,0,0,0,0,1.346,0,0,0,0,1.184,0,0,0
"Or4a47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4a66",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4a67",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4a68",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4a69",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4a70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4a71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4a72",0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
"Or4a73",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4a74",5.973,13.859,8.141,13.302,7.734,5.516,9.529,7.591,14.407,7.525,10.632,11.139,14.248,3.345,3.269
"Or4a75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4a76",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4a77",3.18,6.363,1.001,6.569,2.148,1.078,3.09,2.288,3.176,5.041,6.13,0.97,7.178,0,2.155
"Or4a78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4a79",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4a80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4a81",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4ac1-ps1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4ae1-ps1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4b1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4b12",0,0,0,0,0,0,0,0,1.988,0,1,0,0,1,0
"Or4b13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4b1b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4b1d",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Or4c1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4c100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4c101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4c102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4c103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4c104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4c105",0,2,1,1,0,0,1,0,1,0,0,0,0,0,0
"Or4c106",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Or4c107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4c109",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4c10b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4c11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4c110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4c111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4c112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4c113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4c114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4c115",0,1,0,1,1,3.991,1,0,1,0,2.031,3,1,0,0
"Or4c116",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4c117",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4c118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4c119",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4c11b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4c11c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4c12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4c120",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4c121",1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
"Or4c122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4c123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4c124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4c125",0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0
"Or4c126",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Or4c12b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4c15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4c15b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4c29",0,0,0,2,0,0,0,1,1,3,1,0,0,1,2
"Or4c3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4c3d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4c52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4c58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4c99",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4d10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4d10b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4d11",1.008,0,0,0,0,0,0,0,0,0,0.951,0,0,0,0
"Or4d2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4d2b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4d5",0,0,0,1,1.016,0,0,1,0,0,0,0,0,0,0
"Or4d6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4e1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Or4e2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4e5",0,0,2,0,0,2.001,0,1.001,0,0,3.004,1.003,8.173,2.001,1
"Or4f14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4f14b",21.957,27.081,16.444,11.888,13.931,15.632,16.178,7.114,17.422,14.239,16.363,9.009,16.426,6.062,9.329
"Or4f14d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4f15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4f17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4f47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4f4b",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4f52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4f53",1,4,0,0,0,1,1,0,0,2,0,0,0,0,0
"Or4f54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4f56",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Or4f57",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4f58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4f59",0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
"Or4f6",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Or4f60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4f61",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4f62",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4f7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4f7d-ps1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4g16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4g17",1.058,0,2.429,0.995,0,0,4.108,0,0,1.185,0,1.957,1.067,0,2
"Or4g7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4k1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4k15",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4k15b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4k15c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4k2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4k35",0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
"Or4k36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4k37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4k38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4k39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4k40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4k41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4k42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4k43-ps1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4k44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4k45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4k46-ps1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4k47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4k48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4k49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4k5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4k50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4k51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4k52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4k6",1.071,2.901,2.376,0,0,1.082,0,1,0,1,0,1.001,0,0,0
"Or4k77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or4l1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
